Year,County_of_Residence,County_of_Residence_FIPS,Maternal_Morbidity_Desc,Maternal_Morbidity_YN,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2017-01-01,"Douglas County, KS",20045,None checked,1,1114,29.44,38.43,38.46,3309.19,26.52,11.56
2017-01-01,"Sarpy County, NE",31153,None checked,1,2551,29.33,38.43,38.68,3344.99,26.65,12.65
2017-01-01,"Cabarrus County, NC",37025,None checked,1,2553,28.94,38.43,38.67,3265.09,27.37,11.65
2017-01-01,"Iredell County, NC",37097,None checked,1,1825,28.53,38.43,38.74,3269.53,27.27,12.01
2017-01-01,"Franklin County, OH",39049,None checked,1,18330,29.1,38.43,38.54,3236.01,26.7,10.6
2017-01-01,"Unidentified Counties, OH",39999,None checked,1,30005,27.16,38.43,38.66,3298.76,27.56,11.49
2017-01-01,"Berkeley County, SC",45015,None checked,1,2653,28.3,38.43,38.67,3281.63,27.76,11.3
2017-01-01,"Lubbock County, TX",48303,None checked,1,3948,26.92,38.43,38.56,3239.66,27.47,10.7
2017-01-01,"Ventura County, CA",06111,None checked,1,9166,29.9,38.68,38.77,3328.58,26.81,12.48
2017-01-01,"Mesa County, CO",08077,None checked,1,1606,27.85,38.68,38.83,3223.54,26.89,10.3
2017-01-01,"Weld County, CO",08123,None checked,1,4184,28.22,38.68,38.72,3242.66,26.99,11.76
2017-01-01,"Litchfield County, CT",09005,None checked,1,1369,30.27,38.68,38.88,3324.66,26.79,12.52
2017-01-01,"New London County, CT",09011,None checked,1,2585,29.46,38.68,38.85,3328.48,27.01,12.78
2017-01-01,"Ada County, ID",16001,None checked,1,4758,29.37,38.68,38.89,3333.01,25.96,12.19
2017-01-01,"Unidentified Counties, MI",26999,None checked,1,21146,27.72,38.68,38.87,3345.7,27.88,11.63
2017-01-01,"Strafford County, NH",33017,None checked,1,1125,29.22,38.68,38.9,3306.49,26.95,12.46
2017-01-01,"Unidentified Counties, PA",42999,None checked,1,15651,27.71,38.68,38.9,3312.82,27.5,11.19
2017-01-01,"Calhoun County, AL",01015,None checked,1,1326,26.45,38.26,38.41,3197.49,28.74,10.77
2017-01-01,"Pulaski County, AR",05119,None checked,1,5222,27.82,38.26,38.79,3183.4,26.71,10.78
2017-01-01,"Sebastian County, AR",05131,None checked,1,1809,26.96,38.26,38.43,3236.42,27.96,9.45
2017-01-01,"Livingston Parish, LA",22063,None checked,1,1796,27.43,38.26,38.4,3246.31,27.67,10.89
2017-01-01,"Montgomery County, OH",39113,None checked,1,6659,27.86,38.26,38.42,3233.0,28.04,11.48
2017-01-01,"Canadian County, OK",40017,None checked,1,1744,28.19,38.26,38.49,3308.35,27.29,10.6
2017-01-01,"Unidentified Counties, OK",40999,None checked,1,22947,26.53,38.26,38.47,3278.88,27.92,10.77
2017-01-01,"Spartanburg County, SC",45083,None checked,1,3793,27.46,38.26,38.41,3244.29,27.7,13.3
2017-01-01,"Taylor County, TX",48441,None checked,1,2076,26.86,38.26,38.41,3245.23,27.36,9.44
2017-01-01,"Yavapai County, AZ",04025,None checked,1,1779,27.36,38.51,38.74,3258.55,26.35,11.79
2017-01-01,"District of Columbia, DC",11001,None checked,1,9430,30.38,38.51,38.49,3200.34,25.77,10.57
2017-01-01,"Maui County, HI",15009,None checked,1,1877,29.25,38.51,38.88,3232.17,26.13,11.91
2017-01-01,"Hamilton County, IN",18057,None checked,1,3791,31.07,38.51,38.57,3331.23,26.17,12.41
2017-01-01,"Lake County, IN",18089,None checked,1,5503,28.11,38.51,38.57,3260.0,27.98,10.61
2017-01-01,"Anne Arundel County, MD",24003,None checked,1,6835,30.19,38.51,38.7,3297.7,26.68,10.06
2017-01-01,"Unidentified Counties, MD",24999,None checked,1,5407,28.37,38.51,38.76,3300.41,27.53,11.26
2017-01-01,"Lake County, OH",39085,None checked,1,2163,29.4,38.51,38.76,3300.36,26.89,11.93
2017-01-01,"San Francisco County, CA",06075,None checked,1,8831,32.97,38.76,38.84,3269.22,24.09,11.18
2017-01-01,"Middlesex County, CT",09007,None checked,1,1243,31.41,38.76,38.9,3352.14,26.37,12.93
2017-01-01,"Chester County, PA",42029,None checked,1,5248,30.88,38.76,38.89,3344.32,25.43,9.7
2017-01-01,"Washington County, RI",44009,None checked,1,840,30.56,38.76,39.02,3372.42,25.99,13.28
2017-01-01,"Minnehaha County, SD",46099,None checked,1,2875,28.73,38.76,38.7,3350.84,26.25,11.37
2017-01-01,"Cameron County, TX",48061,None checked,1,6242,26.65,38.09,38.14,3188.07,28.2,11.16
2017-01-01,"Charlotte County, FL",12015,None checked,1,1050,27.59,38.34,38.45,3221.14,27.23,10.28
2017-01-01,"DeKalb County, IL",17037,None checked,1,1121,28.61,38.34,38.54,3304.25,28.13,12.05
2017-01-01,"Unidentified Counties, IL",17999,None checked,1,21452,27.52,38.34,38.58,3293.26,28.21,12.1
2017-01-01,"Jefferson County, KY",21111,None checked,1,9767,28.54,38.34,38.65,3248.12,27.06,11.81
2017-01-01,"Macomb County, MI",26099,None checked,1,9081,29.2,38.34,38.46,3231.95,27.39,12.6
2017-01-01,"Douglas County, NE",31055,None checked,1,8170,29.05,38.34,38.51,3272.53,26.84,11.82
2017-01-01,"Anderson County, SC",45007,None checked,1,2242,27.27,38.34,38.62,3248.95,27.94,12.29
2017-01-01,"Blount County, TN",47009,None checked,1,1203,27.36,38.34,38.53,3297.36,27.4,12.75
2017-01-01,"Hamilton County, TN",47065,None checked,1,4156,28.1,38.34,38.36,3222.04,26.57,11.12
2017-01-01,"Richmond city, VA",51760,None checked,1,3000,28.06,38.34,38.36,3156.42,27.92,10.24
2017-01-01,"Pima County, AZ",04019,None checked,1,10745,28.17,38.59,38.54,3270.7,27.09,9.98
2017-01-01,"Arapahoe County, CO",08005,None checked,1,7429,29.74,38.59,38.61,3179.9,26.26,10.12
2017-01-01,"Sarasota County, FL",12115,None checked,1,2789,29.16,38.59,38.74,3310.55,25.78,11.78
2017-01-01,"Harford County, MD",24025,None checked,1,2573,29.87,38.59,38.69,3341.29,27.19,11.47
2017-01-01,"Union County, NC",37179,None checked,1,2343,29.42,38.59,38.79,3307.74,26.98,12.34
2017-01-01,"Marion County, OR",41047,None checked,1,4295,28.37,38.59,38.89,3342.29,28.1,11.74
2017-01-01,"Franklin County, PA",42055,None checked,1,1752,28.01,38.59,38.8,3325.1,27.39,11.33
2017-01-01,"Washington County, PA",42125,None checked,1,1927,29.01,38.59,38.79,3311.22,27.1,11.25
2017-01-01,"Westmoreland County, PA",42129,None checked,1,2897,29.15,38.59,38.83,3288.4,26.7,13.03
2017-01-01,"Unidentified Counties, NH",33999,None checked,1,2695,28.74,38.84,39.03,3334.83,27.23,12.36
2017-01-01,"Ocean County, NJ",34029,None checked,1,8498,29.37,38.84,39.1,3339.76,25.27,11.0
2017-01-01,"Richmond County, GA",13245,None checked,1,2944,27.07,38.17,38.52,3121.7,27.76,10.92
2017-01-01,"Sangamon County, IL",17167,None checked,1,2227,28.32,38.17,38.35,3198.78,27.96,11.4
2017-01-01,"Orleans Parish, LA",22071,None checked,1,4518,28.95,38.17,38.37,3120.52,27.21,10.99
2017-01-01,"Sumter County, SC",45085,None checked,1,1381,27.25,38.17,38.24,3170.61,29.57,11.33
2017-01-01,"Unidentified Counties, SC",45999,None checked,1,12851,26.77,38.17,38.32,3162.43,28.85,11.97
2017-01-01,"Navajo County, AZ",04017,None checked,1,1479,26.95,38.42,38.46,3224.22,28.47,9.86
2017-01-01,"Hartford County, CT",09003,None checked,1,9020,29.98,38.42,38.62,3246.22,26.92,10.87
2017-01-01,"Palm Beach County, FL",12099,None checked,1,14914,29.79,38.42,38.5,3219.95,26.17,11.21
2017-01-01,"Cobb County, GA",13067,None checked,1,9489,30.03,38.42,38.66,3233.73,26.73,12.77
2017-01-01,"DeKalb County, GA",13089,None checked,1,10822,29.44,38.42,38.47,3170.78,26.56,10.63
2017-01-01,"Paulding County, GA",13223,None checked,1,1583,28.53,38.42,38.71,3309.32,27.65,13.51
2017-01-01,"Honolulu County, HI",15003,None checked,1,12366,29.48,38.42,38.65,3232.74,26.52,10.81
2017-01-01,"Champaign County, IL",17019,None checked,1,2242,28.92,38.42,38.61,3288.89,27.69,12.92
2017-01-01,"La Porte County, IN",18091,None checked,1,1259,27.26,38.42,38.52,3254.72,28.12,10.23
2017-01-01,"Scott County, IA",19163,None checked,1,2094,28.38,38.42,38.65,3311.25,27.5,12.67
2017-01-01,"Lafayette Parish, LA",22055,None checked,1,3331,28.22,38.42,38.62,3256.75,26.65,14.99
2017-01-01,"Unidentified Counties, MO",29999,None checked,1,29355,27.03,38.42,38.6,3286.77,27.46,11.13
2017-01-01,"Bernalillo County, NM",35001,None checked,1,7322,28.42,38.42,38.58,3187.98,26.64,9.46
2017-01-01,"Harnett County, NC",37085,None checked,1,1872,28.14,38.42,38.87,3293.15,27.18,11.09
2017-01-01,"Columbiana County, OH",39029,None checked,1,1009,27.33,38.42,38.71,3313.65,27.99,12.32
2017-01-01,"Monroe County, PA",42089,None checked,1,1489,28.84,38.42,38.49,3202.94,27.3,10.11
2017-01-01,"Weber County, UT",49057,None checked,1,3701,27.71,38.42,38.66,3254.35,26.65,11.16
2017-01-01,"San Diego County, CA",06073,None checked,1,40368,30.04,38.67,38.73,3306.37,26.01,11.88
2017-01-01,"Johnson County, IA",19103,None checked,1,1687,30.38,38.67,38.83,3327.81,25.96,11.04
2017-01-01,"Dakota County, MN",27037,None checked,1,5093,30.4,38.67,38.85,3355.62,27.24,12.51
2017-01-01,"St. Louis County, MN",27137,None checked,1,1922,28.67,38.67,38.92,3368.07,27.63,11.79
2017-01-01,"Oswego County, NY",36075,None checked,1,1210,27.46,38.67,38.91,3305.87,29.05,12.75
2017-01-01,"Gaston County, NC",37071,None checked,1,2541,27.66,38.67,38.76,3221.52,27.71,11.49
2017-01-01,"Pierce County, WA",53053,None checked,1,11132,28.67,38.67,38.89,3345.67,27.52,11.55
2017-01-01,"Dane County, WI",55025,None checked,1,5741,30.58,38.67,38.84,3337.89,26.26,12.68
2017-01-01,"Unidentified Counties, AK",02999,At least one checked,0,121,27.12,39.04,39.0,3630.04,26.71,10.27
2017-01-01,"Maricopa County, AZ",04013,At least one checked,0,443,28.73,37.88,37.75,3235.69,26.84,11.41
2017-01-01,"Pinal County, AZ",04021,At least one checked,0,55,28.85,37.69,37.91,3111.0,29.11,10.91
2017-01-01,"Unidentified Counties, AZ",04999,At least one checked,0,69,28.83,37.78,37.65,3204.3,29.26,9.83
2017-01-01,"Unidentified Counties, AR",05999,At least one checked,0,236,25.78,37.86,37.72,3222.39,27.01,10.16
2017-01-01,"Alameda County, CA",06001,At least one checked,0,297,31.71,38.89,38.97,3375.57,24.16,10.98
2017-01-01,"Contra Costa County, CA",06013,At least one checked,0,231,30.76,38.94,39.14,3434.39,26.15,11.57
2017-01-01,"Kern County, CA",06029,At least one checked,0,76,28.51,36.75,36.84,3012.5,26.42,11.68
2017-01-01,"Madera County, CA",06039,At least one checked,0,78,25.71,39.01,39.03,3296.95,28.24,9.53
2017-01-01,"Monterey County, CA",06053,At least one checked,0,72,28.06,39.14,39.31,3489.38,28.77,11.79
2017-01-01,"Placer County, CA",06061,At least one checked,0,75,30.56,39.04,39.05,3532.96,23.98,11.68
2017-01-01,"Sacramento County, CA",06067,At least one checked,0,257,29.6,37.95,38.09,3242.12,26.35,11.73
2017-01-01,"San Francisco County, CA",06075,At least one checked,0,115,32.56,39.27,39.3,3443.34,21.88,12.58
2017-01-01,"Santa Clara County, CA",06085,At least one checked,0,384,31.61,39.01,39.04,3309.28,23.01,12.18
2017-01-01,"Sonoma County, CA",06097,At least one checked,0,78,30.68,39.27,39.37,3547.33,26.92,11.22
2017-01-01,"Ventura County, CA",06111,At least one checked,0,152,29.74,38.05,38.2,3258.59,25.03,12.14
2017-01-01,"Arapahoe County, CO",08005,At least one checked,0,144,29.04,38.88,38.74,3293.42,25.1,9.91
2017-01-01,"Boulder County, CO",08013,At least one checked,0,42,31.29,39.05,39.0,3258.31,24.87,10.08
2017-01-01,"Denver County, CO",08031,At least one checked,0,224,28.58,38.95,39.05,3252.83,25.31,10.78
2017-01-01,"New Haven County, CT",09009,At least one checked,0,113,30.54,38.04,38.35,3201.81,28.0,12.6
2017-01-01,"Kent County, DE",10001,At least one checked,0,59,28.71,37.44,38.14,3105.41,27.74,11.38
2017-01-01,"New Castle County, DE",10003,At least one checked,0,173,29.3,38.03,37.95,3235.51,25.6,10.8
2017-01-01,"Broward County, FL",12011,At least one checked,0,81,31.33,35.98,35.69,2719.36,26.29,9.01
2017-01-01,"Collier County, FL",12021,At least one checked,0,46,27.87,38.85,38.52,3337.61,23.23,9.93
2017-01-01,"Duval County, FL",12031,At least one checked,0,119,28.28,37.63,37.75,3188.57,26.26,10.28
2017-01-01,"Miami-Dade County, FL",12086,At least one checked,0,151,30.8,36.15,36.32,2760.42,25.76,11.66
2017-01-01,"Pinellas County, FL",12103,At least one checked,0,64,30.12,38.06,38.38,3220.39,24.58,11.32
2017-01-01,"Unidentified Counties, FL",12999,At least one checked,0,96,26.6,37.95,37.98,3275.64,27.04,9.47
2017-01-01,"Cobb County, GA",13067,At least one checked,0,70,30.23,37.46,37.67,3075.46,27.0,12.01
2017-01-01,"Fulton County, GA",13121,At least one checked,0,105,29.72,37.84,38.26,3109.46,24.85,11.37
2017-01-01,"Gwinnett County, GA",13135,At least one checked,0,89,30.34,37.39,37.55,3124.25,26.44,10.59
2017-01-01,"Honolulu County, HI",15003,At least one checked,0,121,30.24,37.04,37.25,2937.18,26.23,8.9
2017-01-01,"Ada County, ID",16001,At least one checked,0,82,30.09,38.99,39.3,3528.3,25.79,12.94
2017-01-01,"Unidentified Counties, ID",16999,At least one checked,0,143,26.97,38.15,38.29,3419.27,26.52,11.16
2017-01-01,"Cook County, IL",17031,At least one checked,0,1154,30.45,38.02,38.22,3209.63,26.24,10.44
2017-01-01,"DuPage County, IL",17043,At least one checked,0,150,31.13,37.93,38.17,3270.29,25.88,12.83
2017-01-01,"Peoria County, IL",17143,At least one checked,0,61,27.85,37.8,38.02,3194.18,27.83,11.05
2017-01-01,"Sangamon County, IL",17167,At least one checked,0,61,27.59,37.44,37.95,3186.97,26.93,10.4
2017-01-01,"Will County, IL",17197,At least one checked,0,135,29.5,37.59,37.67,3121.96,26.8,10.2
2017-01-01,"Unidentified Counties, IL",17999,At least one checked,0,388,26.72,38.05,38.36,3327.16,27.17,12.35
2017-01-01,"Elkhart County, IN",18039,At least one checked,0,45,24.4,38.89,38.87,3390.64,26.39,10.58
2017-01-01,"Lake County, IN",18089,At least one checked,0,96,29.29,36.47,36.41,3020.72,28.51,9.71
2017-01-01,"Johnson County, IA",19103,At least one checked,0,64,30.11,38.16,38.52,3342.14,24.08,11.28
2017-01-01,"Polk County, IA",19153,At least one checked,0,121,28.33,38.85,38.94,3504.17,25.51,11.85
2017-01-01,"Jefferson County, KY",21111,At least one checked,0,117,28.84,37.38,37.94,3097.16,25.94,11.14
2017-01-01,"Unidentified Counties, KY",21999,At least one checked,0,332,26.7,37.43,37.77,3170.95,27.14,11.9
2017-01-01,"East Baton Rouge Parish, LA",22033,At least one checked,0,129,28.38,37.02,37.12,3005.66,26.64,10.38
2017-01-01,"Jefferson Parish, LA",22051,At least one checked,0,98,29.35,37.77,38.15,3174.86,26.13,12.51
2017-01-01,"Unidentified Counties, LA",22999,At least one checked,0,177,26.21,37.68,37.75,3201.58,26.75,10.89
2017-01-01,"Cumberland County, ME",23005,At least one checked,0,46,30.54,37.74,37.89,3246.07,26.0,11.83
2017-01-01,"Carroll County, MD",24013,At least one checked,0,97,29.7,39.01,39.34,3500.4,26.43,10.33
2017-01-01,"Prince George's County, MD",24033,At least one checked,0,153,30.3,37.67,37.88,3203.39,27.34,10.26
2017-01-01,"Baltimore city, MD",24510,At least one checked,0,108,28.8,37.16,37.35,3078.49,26.68,8.82
2017-01-01,"Unidentified Counties, MD",24999,At least one checked,0,54,28.09,38.02,38.43,3320.56,27.81,12.11
2017-01-01,"Hampden County, MA",25013,At least one checked,0,66,29.48,37.98,38.15,3137.67,26.98,11.7
2017-01-01,"Suffolk County, MA",25025,At least one checked,0,224,31.43,38.95,39.14,3368.21,25.22,13.93
2017-01-01,"Macomb County, MI",26099,At least one checked,0,151,28.86,37.62,37.76,3171.69,27.01,12.22
2017-01-01,"Washtenaw County, MI",26161,At least one checked,0,61,31.28,39.66,39.85,3483.07,23.87,16.41
2017-01-01,"Wayne County, MI",26163,At least one checked,0,265,28.08,37.14,37.17,3042.95,27.37,10.8
2017-01-01,"Dakota County, MN",27037,At least one checked,0,53,30.43,38.89,38.87,3492.89,25.77,14.04
2017-01-01,"Harrison County, MS",28047,At least one checked,0,41,26.56,37.27,37.83,3108.46,25.93,10.9
2017-01-01,"Unidentified Counties, MS",28999,At least one checked,0,251,25.46,37.87,37.92,3187.02,26.91,10.88
2017-01-01,"Boone County, MO",29019,At least one checked,0,34,29.24,39.5,39.29,3534.29,23.71,12.21
2017-01-01,"Greene County, MO",29077,At least one checked,0,34,28.68,36.22,36.66,3001.18,26.88,11.87
2017-01-01,"Clark County, NV",32003,At least one checked,0,282,28.93,37.75,38.19,3187.61,25.37,11.21
2017-01-01,"Atlantic County, NJ",34001,At least one checked,0,57,28.49,37.4,37.67,3149.46,25.85,9.44
2017-01-01,"Bergen County, NJ",34003,At least one checked,0,110,31.42,37.74,37.96,3128.11,25.22,10.98
2017-01-01,"Camden County, NJ",34007,At least one checked,0,75,30.03,37.87,37.89,3139.0,28.4,8.97
2017-01-01,"Essex County, NJ",34013,At least one checked,0,85,30.82,37.88,38.02,3183.94,26.35,8.52
2017-01-01,"Hudson County, NJ",34017,At least one checked,0,92,32.34,38.12,38.28,3171.02,24.52,10.86
2017-01-01,"Monmouth County, NJ",34025,At least one checked,0,49,31.76,38.12,38.41,3321.14,26.78,11.16
2017-01-01,"Passaic County, NJ",34031,At least one checked,0,80,29.85,37.48,37.54,3059.2,26.03,9.89
2017-01-01,"Union County, NJ",34039,At least one checked,0,74,29.65,37.84,38.08,3199.61,27.77,9.44
2017-01-01,"Dona Ana County, NM",35013,At least one checked,0,260,25.82,39.04,39.11,3295.82,26.17,11.52
2017-01-01,"Albany County, NY",36001,At least one checked,0,98,30.44,37.86,38.14,3240.41,26.79,11.36
2017-01-01,"Bronx County, NY",36005,At least one checked,0,157,29.31,37.84,37.69,3066.22,25.98,10.55
2017-01-01,"Onondaga County, NY",36067,At least one checked,0,116,29.01,37.85,37.97,3171.21,26.47,11.53
2017-01-01,"Orange County, NY",36071,At least one checked,0,58,30.17,37.17,37.64,2992.76,27.35,9.95
2017-01-01,"Richmond County, NY",36085,At least one checked,0,51,31.18,37.45,37.43,3099.06,24.22,10.16
2017-01-01,"Unidentified Counties, NY",36999,At least one checked,0,383,28.65,38.04,38.15,3253.6,27.18,11.55
2017-01-01,"Buncombe County, NC",37021,At least one checked,0,52,30.63,38.98,39.12,3453.79,24.83,14.48
2017-01-01,"Guilford County, NC",37081,At least one checked,0,92,29.34,37.89,38.35,3129.33,26.83,13.61
2017-01-01,"Orange County, NC",37135,At least one checked,0,34,31.59,39.26,39.26,3492.15,23.63,11.18
2017-01-01,"Cuyahoga County, OH",39035,At least one checked,0,379,28.8,37.77,37.91,3098.38,27.16,11.41
2017-01-01,"Lorain County, OH",39093,At least one checked,0,76,27.13,37.99,38.26,3195.33,27.5,11.66
2017-01-01,"Mahoning County, OH",39099,At least one checked,0,34,27.85,37.5,37.85,3076.44,25.9,12.0
2017-01-01,"Unidentified Counties, OH",39999,At least one checked,0,539,27.25,38.12,38.45,3309.49,26.58,11.19
2017-01-01,"Oklahoma County, OK",40109,At least one checked,0,119,28.25,37.47,37.56,3178.34,25.39,9.84
2017-01-01,"Tulsa County, OK",40143,At least one checked,0,81,27.4,37.98,38.04,3298.69,25.35,10.76
2017-01-01,"Unidentified Counties, OK",40999,At least one checked,0,306,25.88,38.15,38.29,3337.35,26.58,10.78
2017-01-01,"Allegheny County, PA",42003,At least one checked,0,315,30.55,37.42,37.75,3051.61,25.16,12.47
2017-01-01,"Erie County, PA",42049,At least one checked,0,45,27.71,37.78,38.47,3249.69,25.2,10.95
2017-01-01,"Horry County, SC",45051,At least one checked,0,41,29.71,37.63,37.49,3255.29,29.14,13.72
2017-01-01,"Unidentified Counties, SC",45999,At least one checked,0,184,26.18,37.61,37.75,3088.53,27.46,11.51
2017-01-01,"Bexar County, TX",48029,At least one checked,0,204,28.75,37.78,37.99,3146.54,25.66,10.51
2017-01-01,"Brazos County, TX",48041,At least one checked,0,44,28.39,37.57,37.7,3327.98,27.42,10.23
2017-01-01,"Cameron County, TX",48061,At least one checked,0,34,25.59,37.12,36.97,3171.38,27.32,9.15
2017-01-01,"El Paso County, TX",48141,At least one checked,0,110,26.91,37.91,38.15,3174.07,25.6,8.45
2017-01-01,"Harris County, TX",48201,At least one checked,0,299,29.33,37.39,37.59,3106.29,26.44,9.44
2017-01-01,"Hidalgo County, TX",48215,At least one checked,0,250,26.59,37.3,37.64,3154.08,26.94,11.53
2017-01-01,"Williamson County, TX",48491,At least one checked,0,44,28.48,38.05,38.2,3351.25,26.12,12.65
2017-01-01,"Unidentified Counties, TX",48999,At least one checked,0,685,25.78,38.11,38.07,3259.51,26.77,10.32
2017-01-01,"Weber County, UT",49057,At least one checked,0,65,26.43,38.03,38.23,3277.22,24.31,11.65
2017-01-01,"Fairfax County, VA",51059,At least one checked,0,49,32.24,37.47,37.69,3133.35,22.95,10.85
2017-01-01,"Henrico County, VA",51087,At least one checked,0,70,29.89,38.87,39.06,3375.33,25.01,12.39
2017-01-01,"Benton County, WA",53005,At least one checked,0,134,27.53,38.78,39.01,3397.2,26.91,11.05
2017-01-01,"Clark County, WA",53011,At least one checked,0,108,29.2,38.78,38.8,3455.04,25.76,11.39
2017-01-01,"Kitsap County, WA",53035,At least one checked,0,44,28.98,38.98,39.2,3504.5,26.55,9.95
2017-01-01,"Snohomish County, WA",53061,At least one checked,0,101,30.29,38.96,39.02,3455.36,24.51,11.63
2017-01-01,"Spokane County, WA",53063,At least one checked,0,105,29.13,38.96,39.12,3468.28,27.63,11.72
2017-01-01,"Unidentified Counties, WA",53999,At least one checked,0,239,28.02,38.86,38.85,3436.95,25.64,10.86
2017-01-01,"Unidentified Counties, WV",54999,At least one checked,0,202,27.81,38.05,38.42,3262.82,26.71,11.72
2017-01-01,"Brown County, WI",55009,At least one checked,0,41,28.51,37.63,38.2,3085.85,25.92,13.28
2017-01-01,"Dane County, WI",55025,At least one checked,0,142,31.2,39.06,39.2,3440.67,25.19,13.39
2017-01-01,"Unidentified Counties, WY",56999,At least one checked,0,97,28.22,38.97,39.2,3280.76,25.18,10.72
2017-01-01,"Pima County, AZ",04019,At least one checked,0,238,27.53,38.0,38.01,3142.92,25.77,8.61
2017-01-01,"Champaign County, IL",17019,At least one checked,0,44,29.86,38.0,38.16,3234.66,26.92,12.41
2017-01-01,"Kane County, IL",17089,At least one checked,0,63,30.51,38.0,38.47,3233.37,26.91,12.23
2017-01-01,"Johnson County, KS",20091,At least one checked,0,51,30.67,38.0,38.12,3304.53,23.82,11.73
2017-01-01,"Lane County, OR",41039,At least one checked,0,44,27.55,38.0,38.32,3233.0,27.32,12.02
2017-01-01,"Berks County, PA",42011,At least one checked,0,127,27.69,38.0,38.2,3189.1,25.38,13.76
2017-01-01,"Unidentified Counties, VA",51999,At least one checked,0,304,28.52,38.25,38.18,3336.78,27.32,11.53
2017-01-01,"Yuma County, AZ",04027,At least one checked,0,78,28.01,38.5,38.54,3334.33,27.27,9.37
2017-01-01,"Hennepin County, MN",27053,At least one checked,0,236,30.75,38.75,38.87,3392.22,24.99,12.02
2017-01-01,"Franklin County, PA",42055,At least one checked,0,34,26.53,39.0,39.29,3526.94,26.86,12.36
2017-01-01,"Shelby County, TN",47157,At least one checked,0,143,27.34,38.08,38.15,3179.47,26.3,9.82
2017-01-01,"Collin County, TX",48085,At least one checked,0,91,29.49,38.08,38.24,3257.7,24.57,11.07
2017-01-01,"Lake County, IL",17097,At least one checked,0,123,31.27,38.33,38.59,3335.24,26.4,14.16
2017-01-01,"Unidentified Counties, CA",06999,At least one checked,0,149,27.72,38.58,38.7,3330.24,26.5,10.57
2017-01-01,"Unidentified Counties, NM",35999,At least one checked,0,166,25.65,38.58,38.63,3270.16,26.89,9.61
2017-01-01,"Bristol County, MA",25005,At least one checked,0,46,31.63,38.83,38.91,3479.02,26.59,12.86
2017-01-01,"King County, WA",53033,At least one checked,0,534,30.93,38.83,38.93,3403.89,24.39,11.64
2017-01-01,"Harford County, MD",24025,At least one checked,0,50,29.8,37.58,37.88,3265.68,26.96,11.64
2017-01-01,"Jackson County, MO",29095,At least one checked,0,118,27.5,37.58,37.68,3143.57,25.98,10.0
2017-01-01,"Washoe County, NV",32031,At least one checked,0,55,29.95,37.58,37.91,3200.49,25.68,10.08
2017-01-01,"Niagara County, NY",36063,At least one checked,0,86,27.67,38.41,38.48,3252.95,27.12,9.65
2017-01-01,"San Mateo County, CA",06081,At least one checked,0,59,33.07,38.66,38.68,3306.25,22.87,12.92
2017-01-01,"Onslow County, NC",37133,At least one checked,0,64,26.73,38.91,39.88,3385.11,26.4,12.48
2017-01-01,"Montgomery County, MD",24031,At least one checked,0,165,31.33,38.49,38.45,3347.85,25.55,11.2
2017-01-01,"District of Columbia, DC",11001,At least one checked,0,129,32.68,38.74,38.53,3339.75,23.57,11.82
2017-01-01,"Rockingham County, NH",33015,At least one checked,0,46,31.93,38.74,38.87,3353.09,24.76,13.33
2017-01-01,"Mercer County, NJ",34021,At least one checked,0,57,30.42,38.74,39.18,3301.67,24.24,11.85
2017-01-01,"Madison County, AL",01089,At least one checked,0,63,28.86,38.32,38.35,3452.62,25.09,9.79
2017-01-01,"Unidentified Counties, IA",19999,At least one checked,0,401,27.98,38.32,38.39,3376.7,26.97,11.57
2017-01-01,"Riverside County, CA",06065,At least one checked,0,230,28.17,38.57,38.7,3303.0,25.08,10.93
2017-01-01,"San Bernardino County, CA",06071,At least one checked,0,626,27.7,38.57,38.64,3301.81,25.62,10.34
2017-01-01,"Ramsey County, MN",27123,At least one checked,0,149,29.46,38.57,38.48,3326.7,25.35,10.97
2017-01-01,"Sarpy County, NE",31153,At least one checked,0,37,28.54,38.57,38.59,3469.35,24.97,12.49
2017-01-01,"Lancaster County, NE",31109,At least one checked,0,87,28.57,38.82,38.8,3512.91,24.53,10.83
2017-01-01,"Mobile County, AL",01097,At least one checked,0,58,28.47,38.4,38.31,3373.43,25.71,11.55
2017-01-01,"Unidentified Counties, UT",49999,At least one checked,0,105,27.76,38.4,38.58,3227.01,25.56,11.08
2017-01-01,"DeKalb County, GA",13089,At least one checked,0,75,30.23,38.65,38.47,3354.76,24.86,12.31
2017-01-01,"Clay County, MO",29047,At least one checked,0,54,27.67,38.65,38.93,3323.61,25.73,10.9
2017-01-01,"Schuylkill County, PA",42107,At least one checked,0,124,26.73,38.65,38.82,3283.19,26.45,9.92
2017-01-01,"Wake County, NC",37183,At least one checked,0,138,29.61,38.9,39.16,3501.62,25.11,12.5
2017-01-01,"Montgomery County, PA",42091,At least one checked,0,365,30.04,38.9,38.95,3327.35,26.27,10.98
2017-01-01,"Unidentified Counties, TN",47999,At least one checked,0,313,26.12,37.9,37.94,3304.48,26.16,11.23
2017-01-01,"Marion County, IN",18097,At least one checked,0,159,28.15,38.23,38.32,3279.51,26.11,9.91
2017-01-01,"Kings County, NY",36047,At least one checked,0,323,30.84,38.23,38.38,3143.23,24.59,11.48
